Snapshot,Index,Hotel Name,TTT,LOS,Grade,Num of Reviews,Curr Price,Original Price,Percentage of discount,Distance from center,Type of room,Location grade,Is refundable,Late payment,Breakfast included,Option Member
2024-05-26 23:26:56.782321,1,Hyatt Grand Central New York,2,1,8.08.0 out of 10,"3,450 reviews",The price is $169,The price was $199,0,0,0,0,,,,
2024-05-26 23:26:56.792768,2,Hotel 32 32,2,1,8.08.0 out of 10,"1,612 reviews",The price is $188,The price was $250,0,0,0,0,,,,
2024-05-26 23:26:56.803186,3,Aloft Harlem,2,1,8.48.4 out of 10,"1,000 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:56.813500,4,"PUBLIC, an Ian Schrager hotel",2,1,8.28.2 out of 10,"2,523 reviews",The price is $259,,0,0,0,0,,,,
2024-05-26 23:26:56.820824,5,Pod Times Square,2,1,8.88.8 out of 10,"4,220 reviews",The price is $154,The price was $265,0,0,0,0,,,,
2024-05-26 23:26:56.828072,6,Courtyard New York Manhattan/Times Square West,2,1,9.09.0 out of 10,"1,009 reviews",The price is $178,The price was $209,0,0,0,0,,,,
2024-05-26 23:26:56.836445,7,Empire Hotel,2,1,,"3,420 reviews",The price is $135,The price was $150,0,0,0,0,,,,
2024-05-26 23:26:56.845304,8,Radio City Apartments,2,1,8.88.8 out of 10,"3,513 reviews",The price is $140,The price was $155,0,0,0,0,,,,
2024-05-26 23:26:56.853629,9,"Martinique New York on Broadway, Curio Collection by Hilton",2,1,8.88.8 out of 10,"1,081 reviews",The price is $249,,0,0,0,0,,,,
2024-05-26 23:26:56.860878,10,The New Yorker A Wyndham Hotel,2,1,8.28.2 out of 10,"4,456 reviews",The price is $161,The price was $179,0,0,0,0,,,,
2024-05-26 23:26:56.869082,11,"Club Quarters Hotel, Grand Central",2,1,8.68.6 out of 10,"1,928 reviews",The price is $188,The price was $209,0,0,0,0,,,,
2024-05-26 23:26:56.876467,12,Hyatt Grand Central New York,2,1,8.08.0 out of 10,"3,450 reviews",The price is $169,The price was $199,0,0,0,0,,,,
2024-05-26 23:26:56.886772,13,Hilton Garden Inn Long Island City New York,2,1,8.68.6 out of 10,"1,006 reviews",The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:56.900258,14,City Club Hotel,2,1,,"1,340 reviews",The price is $135,The price was $169,0,0,0,0,,,,
2024-05-26 23:26:56.913740,15,Radio Hotel,2,1,8.88.8 out of 10,"1,632 reviews",The price is $113,The price was $125,0,0,0,0,,,,
2024-05-26 23:26:56.925210,16,Hyatt Place New York City/Times Square,2,1,8.08.0 out of 10,"1,452 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:26:56.935453,17,Hilton Garden Inn New York/Midtown Park Ave,2,1,8.48.4 out of 10,"1,006 reviews",The price is $160,,0,0,0,0,,,,
2024-05-26 23:26:56.942601,18,Hilton Garden Inn New York Times Square South,2,1,9.09.0 out of 10,"2,979 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:56.949926,19,Paramount Times Square,2,1,,"2,364 reviews",The price is $152,,0,0,0,0,,,,
2024-05-26 23:26:56.957314,20,Hilton Garden Inn New York/Times Square Central,2,1,8.28.2 out of 10,"1,822 reviews",The price is $156,The price was $179,0,0,0,0,,,,
2024-05-26 23:26:56.965690,21,Doubletree by Hilton New York Times Square South,2,1,8.88.8 out of 10,"3,547 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:26:56.972910,22,Hotel Beacon,2,1,9.29.2 out of 10,"1,016 reviews",The price is $194,The price was $290,0,0,0,0,,,,
2024-05-26 23:26:56.980223,23,DoubleTree by Hilton New York Downtown,2,1,,"1,620 reviews",The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:56.989480,24,"Club Quarters, Times Square - Midtown",2,1,8.68.6 out of 10,"2,600 reviews",The price is $197,,0,0,0,0,,,,
2024-05-26 23:26:56.996854,25,Heritage Hotel,2,1,8.08.0 out of 10,"1,200 reviews",The price is $160,The price was $178,0,0,0,0,,,,
2024-05-26 23:26:57.004248,26,The Belvedere Hotel,2,1,8.68.6 out of 10,"3,415 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:26:57.012070,27,Hotel Scherman,2,1,9.69.6 out of 10,578 reviews,The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:57.020220,28,Chelsea Inn,2,1,,"1,008 reviews",The price is $130,The price was $147,0,0,0,0,,,,
2024-05-26 23:26:57.029350,29,Truss Hotel Times Square ,2,1,8.28.2 out of 10,"1,448 reviews",The price is $188,The price was $209,0,0,0,0,,,,
2024-05-26 23:26:57.036366,30,Courtyard New York Manhattan/Times Square West,2,1,9.09.0 out of 10,"1,009 reviews",The price is $178,The price was $209,0,0,0,0,,,,
2024-05-26 23:26:57.045516,31,Arthouse Hotel New York City,2,1,8.68.6 out of 10,"1,307 reviews",The price is $166,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:57.053551,32,Hotel Stanford,2,1,8.48.4 out of 10,24 reviews,The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:57.062689,33,Home2 Suites By Hilton New York Times Square,2,1,8.48.4 out of 10,562 reviews,The price is $206,The price was $229,0,0,0,0,,,,
2024-05-26 23:26:57.078665,34,Hotel Boutique at Grand Central,2,1,8.68.6 out of 10,"1,062 reviews",The price is $188,The price was $209,0,0,0,0,,,,
2024-05-26 23:26:57.086936,35,Hilton Garden Inn New York/Manhattan-Chelsea,2,1,8.48.4 out of 10,"1,660 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:57.093989,36,DoubleTree by Hilton New York Times Square West,2,1,,"1,436 reviews",The price is $170,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:57.103065,37,TRYP by Wyndham New York City Times Square / Midtown,2,1,,"1,607 reviews",The price is $152,The price was $169,0,0,0,0,,,,
2024-05-26 23:26:57.114297,38,Millennium Hilton New York One UN Plaza,2,1,8.08.0 out of 10,"1,336 reviews",The price is $190,,0,0,0,0,,,,
2024-05-26 23:26:57.125827,39,Moxy NYC Downtown,2,1,8.68.6 out of 10,"1,004 reviews",The price is $195,The price was $229,0,0,0,0,,,,
2024-05-26 23:26:57.139203,40,Courtyard New York Manhattan/ Midtown East,2,1,8.88.8 out of 10,"1,931 reviews",The price is $297,The price was $607,0,0,0,0,,,,
2024-05-26 23:26:57.152650,41,Four Points by Sheraton Manhattan SoHo Village,2,1,8.28.2 out of 10,"1,002 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:26:57.163663,42,Hilton Garden Inn New York/Tribeca,2,1,8.48.4 out of 10,"1,006 reviews",The price is $193,,0,0,0,0,,,,
2024-05-26 23:26:57.171281,43,Millennium Hotel Broadway Times Square,2,1,,"6,150 reviews",The price is $206,The price was $229,0,0,0,0,,,,
2024-05-26 23:26:57.179805,44,Hilton New York Times Square,2,1,8.28.2 out of 10,"1,333 reviews",The price is $195,,0,0,0,0,,,,
2024-05-26 23:26:57.187870,45,Element New York Times Square West,2,1,8.28.2 out of 10,"1,751 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:57.196015,46,Broadway Plaza Hotel,2,1,9.29.2 out of 10,"1,551 reviews",The price is $206,The price was $229,0,0,0,0,,,,
2024-05-26 23:26:57.204121,47,Four Points By Sheraton Manhattan Midtown West,2,1,8.88.8 out of 10,"1,006 reviews",The price is $225,,0,0,0,0,,,,
2024-05-26 23:26:57.211143,48,JG Sohotel,2,1,8.68.6 out of 10,214 reviews,The price is $135,The price was $150,0,0,0,0,,,,
2024-05-26 23:26:57.219244,49,Millennium Hilton New York One UN Plaza,2,1,8.08.0 out of 10,"1,336 reviews",The price is $190,,0,0,0,0,,,,
2024-05-26 23:26:57.227017,50,The Fifth Avenue Hotel,2,1,9.29.2 out of 10,20 reviews,The price is $945,,0,0,0,0,,,,
2024-05-26 23:26:57.236573,51,Ameritania Hotel at Times Square,2,1,8.68.6 out of 10,"2,954 reviews",The price is $195,,0,0,0,0,,,,
2024-05-26 23:26:57.244515,52,World Center Hotel,2,1,8.68.6 out of 10,"1,997 reviews",The price is $206,,0,0,0,0,,,,
2024-05-26 23:26:57.251891,53,"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",2,1,,"1,017 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:57.260019,54,Hard Rock Hotel New York,2,1,9.49.4 out of 10,"2,410 reviews",The price is $280,The price was $329,0,0,0,0,,,,
2024-05-26 23:26:57.270147,55,Pod 39,2,1,8.68.6 out of 10,"1,465 reviews",The price is $163,The price was $282,0,0,0,0,,,,
2024-05-26 23:26:57.282701,56,Courtyard by Marriott New York World Trade Center Area,2,1,8.88.8 out of 10,511 reviews,The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:57.291270,57,Aliz Hotel Times Square,2,1,8.08.0 out of 10,"1,007 reviews",The price is $191,The price was $239,0,0,0,0,,,,
2024-05-26 23:26:57.300972,58,The Muse New York,2,1,9.29.2 out of 10,"1,067 reviews",The price is $251,The price was $279,0,0,0,0,,,,
2024-05-26 23:26:57.310133,59,The Dominick,2,1,9.29.2 out of 10,"1,002 reviews",The price is $755,,0,0,0,0,,,,
2024-05-26 23:26:57.321385,60,"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",2,1,,"1,002 reviews",The price is $159,,0,0,0,0,,,,
2024-05-26 23:26:57.332489,61,The Lucerne Hotel,2,1,9.49.4 out of 10,"1,525 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:57.340424,62,"Holiday Inn NYC - Lower East Side, an IHG Hotel",2,1,8.68.6 out of 10,"1,004 reviews",The price is $149,,0,0,0,0,,,,
2024-05-26 23:26:57.348358,63,"Staypineapple, An Artful Hotel, Midtown",2,1,9.29.2 out of 10,"1,006 reviews",The price is $161,The price was $215,0,0,0,0,,,,
2024-05-26 23:26:57.360217,64,45 Times Square Hotel,2,1,8.68.6 out of 10,"1,194 reviews",The price is $178,The price was $198,0,0,0,0,,,,
2024-05-26 23:26:57.375490,65,Hampton Inn New York Times Square,2,1,8.28.2 out of 10,959 reviews,The price is $215,The price was $239,0,0,0,0,,,,
2024-05-26 23:26:57.396725,66,citizenM New York Times Square,2,1,9.29.2 out of 10,"1,082 reviews",The price is $239,,0,0,0,0,,,,
2024-05-26 23:26:57.408944,67,The Gregorian,2,1,9.29.2 out of 10,"1,119 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:57.422832,68,Madison LES Hotel,2,1,8.08.0 out of 10,689 reviews,The price is $161,,0,0,0,0,,,,
2024-05-26 23:26:57.436875,69,Pod 51,2,1,8.08.0 out of 10,"1,342 reviews",The price is $139,,0,0,0,0,,,,
2024-05-26 23:26:57.474812,70,The Ridge Hotel,2,1,8.08.0 out of 10,"1,009 reviews",The price is $147,The price was $181,0,0,0,0,,,,
2024-05-26 23:26:57.490067,71,The FIDI Hotel,2,1,8.88.8 out of 10,332 reviews,The price is $139,The price was $154,0,0,0,0,,,,
2024-05-26 23:26:57.502927,72,Hotel Edison Times Square,2,1,8.08.0 out of 10,"4,196 reviews",The price is $204,The price was $255,0,0,0,0,,,,
2024-05-26 23:26:57.511803,73,The Lex NYC,2,1,8.48.4 out of 10,"1,001 reviews",The price is $129,,0,0,0,0,,,,
2024-05-26 23:26:57.519905,74,Hotel Belleclaire,2,1,9.09.0 out of 10,"1,593 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:57.534390,75,Courtyard by Marriott New York Manhattan/Times Square,2,1,8.68.6 out of 10,"1,010 reviews",The price is $215,The price was $239,0,0,0,0,,,,
2024-05-26 23:26:57.550554,76,Pestana CR7 Times Square,2,1,8.68.6 out of 10,634 reviews,The price is $145,The price was $241,0,0,0,0,,,,
2024-05-26 23:26:57.570107,77,Courtyard by Marriott New York Downtown Manhattan/Financial District,2,1,,806 reviews,The price is $169,,0,0,0,0,,,,
2024-05-26 23:26:57.589594,78,citizenM New York Bowery,2,1,9.29.2 out of 10,"1,121 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:57.605582,79,Wingate by Wyndham New York Midtown South/5th Ave,2,1,8.68.6 out of 10,"1,002 reviews",The price is $204,,0,0,0,0,,,,
2024-05-26 23:26:57.619457,80,Hilton Garden Inn New York/Manhattan-Midtown East,2,1,8.08.0 out of 10,"1,237 reviews",The price is $208,,0,0,0,0,,,,
2024-05-26 23:26:57.636519,81,AC Hotel by Marriott New York Downtown,2,1,9.09.0 out of 10,"1,007 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:57.644627,82,Fairfield Inn by Marriott New York Manhattan/Times Square,2,1,8.68.6 out of 10,"1,127 reviews",The price is $233,,0,0,0,0,,,,
2024-05-26 23:26:57.655648,83,The Solita Soho Hotel,2,1,,"1,006 reviews",The price is $119,,0,0,0,0,,,,
2024-05-26 23:26:57.665006,84,Hyatt Herald Square New York,2,1,8.48.4 out of 10,"1,007 reviews",The price is $191,The price was $239,0,0,0,0,,,,
2024-05-26 23:26:57.674279,85,Studios in New York,2,1,,117 reviews,The price is $106,The price was $125,0,0,0,0,,,,
2024-05-26 23:26:57.684341,86,Hampton Inn Manhattan-Chelsea,2,1,8.08.0 out of 10,"1,009 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:57.692525,87,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,2,1,8.88.8 out of 10,"1,504 reviews",The price is $179,,0,0,0,0,,,,
2024-05-26 23:26:57.700945,88,The Shelburne Sonesta New York,2,1,8.48.4 out of 10,"1,388 reviews",The price is $161,The price was $199,0,0,0,0,,,,
2024-05-26 23:26:57.709308,89,Best Western Queens Gold Coast,2,1,8.08.0 out of 10,"1,000 reviews",The price is $207,,0,0,0,0,,,,
2024-05-26 23:26:57.716720,90,"Marriott Vacation Club®, New York City",2,1,8.88.8 out of 10,"1,007 reviews",The price is $289,,0,0,0,0,,,,
2024-05-26 23:26:57.725034,91,"Club Quarters Hotel, World Trade Center",2,1,8.68.6 out of 10,"1,410 reviews",The price is $206,,0,0,0,0,,,,
2024-05-26 23:26:57.732271,92,Comfort Inn Manhattan - Midtown West,2,1,,"1,134 reviews",The price is $152,,0,0,0,0,,,,
2024-05-26 23:26:57.741565,93,Renaissance New York Midtown Hotel,2,1,9.29.2 out of 10,"1,005 reviews",The price is $299,,0,0,0,0,,,,
2024-05-26 23:26:57.749462,94,CIVILIAN Hotel,2,1,9.29.2 out of 10,"1,431 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:57.758752,95,Night Hotel Broadway,2,1,,"1,522 reviews",The price is $142,The price was $219,0,0,0,0,,,,
2024-05-26 23:26:57.772772,96,La Quinta Inn & Suites by Wyndham Times Square South,2,1,8.88.8 out of 10,995 reviews,The price is $161,,0,0,0,0,,,,
2024-05-26 23:26:57.791563,97,"Even Hotel New York - Times Square South, an IHG Hotel",2,1,9.29.2 out of 10,"1,012 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:57.807780,98,Freehand New York,2,1,8.28.2 out of 10,"1,014 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:57.821221,99,East Village Hotel,2,1,8.28.2 out of 10,634 reviews,The price is $155,The price was $172,0,0,0,0,,,,
2024-05-26 23:26:57.835343,100,Mondrian Park Avenue,2,1,,"1,003 reviews",The price is $207,The price was $295,0,0,0,0,,,,
2024-05-26 23:26:57.847723,101,"InterContinental New York Times Square, an IHG Hotel",2,1,8.48.4 out of 10,"1,110 reviews",The price is $249,,0,0,0,0,,,,
2024-05-26 23:26:57.858368,102,Best Western Premier Empire State Hotel,2,1,9.09.0 out of 10,636 reviews,The price is $240,,0,0,0,0,,,,
2024-05-26 23:26:57.865494,103,Hilton Garden Inn New York Times Square North,2,1,8.68.6 out of 10,"1,990 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:57.875621,104,Margaritaville Resort Times Square,2,1,9.29.2 out of 10,"3,473 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:26:57.884917,105,"Crowne Plaza Times Square Manhattan, an IHG Hotel",2,1,8.28.2 out of 10,"1,942 reviews",The price is $249,,0,0,0,0,,,,
2024-05-26 23:26:57.892836,106,Arthouse Hotel New York City,2,1,8.68.6 out of 10,"1,307 reviews",The price is $166,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:57.900224,107,"Hotel Indigo Lower East Side New York, an IHG Hotel",2,1,8.08.0 out of 10,"1,002 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:57.908365,108,Artezen Hotel,2,1,9.69.6 out of 10,"1,402 reviews",The price is $224,The price was $249,0,0,0,0,,,,
2024-05-26 23:26:57.916653,109,"The Jewel Hotel, New York",2,1,9.29.2 out of 10,"2,030 reviews",The price is $268,,0,0,0,0,,,,
2024-05-26 23:26:57.924039,110,Executive Hotel Le Soleil New York,2,1,9.09.0 out of 10,"2,295 reviews",The price is $242,The price was $269,0,0,0,0,,,,
2024-05-26 23:26:57.932445,111,The Westin New York at Times Square,2,1,8.88.8 out of 10,"4,180 reviews",The price is $279,,0,0,0,0,,,,
2024-05-26 23:26:57.939595,112,Moxy NYC Times Square,2,1,8.68.6 out of 10,"1,941 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:57.944780,113,SpringHill Suites by Marriott New York Manhattan/Chelsea,2,1,8.88.8 out of 10,473 reviews,The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:57.954833,114,Hyatt Place New York Midtown South,2,1,8.88.8 out of 10,"1,139 reviews",The price is $269,The price was $299,0,0,0,0,,,,
2024-05-26 23:26:57.963987,115,The Pearl New York,2,1,9.49.4 out of 10,"1,338 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:57.973183,116,Courtyard by Marriott New York Manhattan / Chelsea,2,1,9.29.2 out of 10,"1,001 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:57.985822,117,Arlo Midtown,2,1,9.29.2 out of 10,"5,252 reviews",The price is $259,,0,0,0,0,,,,
2024-05-26 23:26:57.995158,118,Fairfield Inn & Suites New York Manhattan/Times Square South,2,1,8.68.6 out of 10,"1,161 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:26:58.005506,119,Sheraton Tribeca New York Hotel,2,1,8.48.4 out of 10,"1,005 reviews",The price is $239,,0,0,0,0,,,,
2024-05-26 23:26:58.013689,120,The Standard East Village,2,1,9.09.0 out of 10,"1,009 reviews",The price is $251,The price was $279,0,0,0,0,,,,
2024-05-26 23:26:58.027419,121,Westgate New York Grand Central,2,1,9.09.0 out of 10,"1,589 reviews",The price is $200,The price was $235,0,0,0,0,,,,
2024-05-26 23:26:58.039369,122,Four Points by Sheraton Midtown-Times Square,2,1,8.88.8 out of 10,"1,292 reviews",The price is $227,,0,0,0,0,,,,
2024-05-26 23:26:58.048463,123,Delta Hotels by Marriott New York Times Square,2,1,,497 reviews,The price is $159,,0,0,0,0,,,,
2024-05-26 23:26:58.061288,124,Virgin Hotels New York City,2,1,8.88.8 out of 10,"1,290 reviews",The price is $275,,0,0,0,0,,,,
2024-05-26 23:26:58.072145,125,"Holiday Inn New York City - Times Square, an IHG Hotel",2,1,8.28.2 out of 10,"1,400 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:26:58.079595,126,Hudson River Hotel,2,1,,"1,006 reviews",The price is $136,The price was $151,0,0,0,0,,,,
2024-05-26 23:26:58.088346,127,RIU Plaza Manhattan Times Square,2,1,9.09.0 out of 10,"3,100 reviews",The price is $265,The price was $408,0,0,0,0,,,,
2024-05-26 23:26:58.096637,128,Courtyard by Marriott New York Manhattan/Midtown West,2,1,9.09.0 out of 10,988 reviews,The price is $299,,0,0,0,0,,,,
2024-05-26 23:26:58.104812,129,Hilton Garden Inn New York/West 35th Street,2,1,9.09.0 out of 10,"1,968 reviews",The price is $303,,0,0,0,0,,,,
2024-05-26 23:26:58.112124,130,Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,2,1,8.88.8 out of 10,"1,410 reviews",The price is $225,,0,0,0,0,,,,
2024-05-26 23:26:58.119300,131,The Wallace,2,1,9.89.8 out of 10,819 reviews,The price is $259,,0,0,0,0,,,,
2024-05-26 23:26:58.126611,132,"Holiday Inn Express - New York City Chelsea, an IHG Hotel",2,1,8.08.0 out of 10,"1,020 reviews",The price is $188,,0,0,0,0,,,,
2024-05-26 23:26:58.134994,133,Hotel Riu Plaza New York Times Square,2,1,8.88.8 out of 10,"3,675 reviews",The price is $269,The price was $414,0,0,0,0,,,,
2024-05-26 23:26:58.143306,134,Arlo NoMad,2,1,8.48.4 out of 10,"1,315 reviews",The price is $224,The price was $249,0,0,0,0,,,,
2024-05-26 23:26:58.150298,135,"The Cloud One New York-Downtown, by the Motel One Group",2,1,8.88.8 out of 10,562 reviews,The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:58.158893,136,INNSiDE by Meliá New York Nomad,2,1,9.09.0 out of 10,"1,973 reviews",The price is $215,,0,0,0,0,,,,
2024-05-26 23:26:58.166547,137,"Holiday Inn Express New York City- Wall Street, an IHG Hotel",2,1,,"1,004 reviews",The price is $161,The price was $189,0,0,0,0,,,,
2024-05-26 23:26:58.175427,138,Sheraton New York Times Square Hotel,2,1,,"2,203 reviews",The price is $269,,0,0,0,0,,,,
2024-05-26 23:26:58.187176,139,Residence Inn by Marriott New York Downtown Manhattan/Financial District,2,1,8.28.2 out of 10,430 reviews,The price is $179,,0,0,0,0,,,,
2024-05-26 23:26:58.196700,140,Hotel 32 32,2,1,8.08.0 out of 10,"1,612 reviews",The price is $188,The price was $250,0,0,0,0,,,,
2024-05-26 23:26:58.208994,141,Moderne Hotel,2,1,8.68.6 out of 10,"1,008 reviews",The price is $175,,0,0,0,0,,,,
2024-05-26 23:26:58.220152,142,Untitled at 3 Freeman Alley,2,1,9.29.2 out of 10,224 reviews,The price is $191,,0,0,0,0,,,,
2024-05-26 23:26:58.230623,143,Doxie Hotel,2,1,,738 reviews,The price is $139,,0,0,0,0,,,,
2024-05-26 23:26:58.243521,144,"voco Times Square South New York, an IHG Hotel",2,1,8.68.6 out of 10,"1,001 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:58.255402,145,Chelsea Pines Inn,2,1,8.28.2 out of 10,872 reviews,The price is $180,The price was $200,0,0,0,0,,,,
2024-05-26 23:26:58.267516,146,NobleDEN Hotel,2,1,9.89.8 out of 10,"1,009 reviews",The price is $256,The price was $284,0,0,0,0,,,,
2024-05-26 23:26:58.277584,147,Citadines Connect Fifth Avenue New York,2,1,8.08.0 out of 10,"1,026 reviews",The price is $204,The price was $227,0,0,0,0,,,,
2024-05-26 23:26:58.288047,148,Aloft New York Chelsea,2,1,9.29.2 out of 10,94 reviews,The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:58.295367,149,Romer Hell's Kitchen,2,1,9.49.4 out of 10,802 reviews,The price is $249,,0,0,0,0,,,,
2024-05-26 23:26:58.303647,150,Fitzpatrick Manhattan Hotel,2,1,9.09.0 out of 10,"1,003 reviews",The price is $198,,0,0,0,0,,,,
2024-05-26 23:26:58.310771,151,The Sohotel,2,1,8.48.4 out of 10,"1,002 reviews",The price is $180,The price was $250,0,0,0,0,,,,
2024-05-26 23:26:58.319214,152,Eurostars Wall Street,2,1,,"1,003 reviews",The price is $135,The price was $150,0,0,0,0,,,,
2024-05-26 23:26:58.328527,153,Hyatt Place New York/Chelsea,2,1,8.48.4 out of 10,"1,190 reviews",The price is $229,,0,0,0,0,,,,
2024-05-26 23:26:58.335860,154,SpringHill Suites by Marriott New York Manhattan/Times Square South,2,1,8.48.4 out of 10,"1,417 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:58.343077,155,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,2,1,8.48.4 out of 10,"1,001 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:26:58.351333,156,Hampton Inn Manhattan/Times Square South,2,1,,"1,362 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:58.360789,157,"Dream Midtown, by Hyatt",2,1,8.08.0 out of 10,"1,232 reviews",The price is $185,,0,0,0,0,,,,
2024-05-26 23:26:58.368508,158,The Renwick,2,1,8.88.8 out of 10,"1,015 reviews",The price is $219,,0,0,0,0,,,,
2024-05-26 23:26:58.376488,159,The Marlton Hotel,2,1,9.29.2 out of 10,"1,007 reviews",The price is $279,The price was $310,0,0,0,0,,,,
2024-05-26 23:26:58.386036,160,The Shoreham Hotel,2,1,,"1,007 reviews",The price is $184,The price was $204,0,0,0,0,,,,
2024-05-26 23:26:58.407934,161,Courtyard by Marriott New York City Manhattan Fifth Avenue,2,1,8.48.4 out of 10,"1,003 reviews",The price is $259,,0,0,0,0,,,,
2024-05-26 23:26:58.428194,162,DoubleTree by Hilton Hotel New York City - Chelsea,2,1,,"1,007 reviews",The price is $199,,0,0,0,0,,,,
2024-05-26 23:26:58.440556,163,TownePlace Suites by Marriott New York Manhattan,2,1,8.88.8 out of 10,"1,000 reviews",The price is $209,,0,0,0,0,,,,
2024-05-26 23:26:58.452191,164,The Manhattan Club,2,1,8.88.8 out of 10,"1,010 reviews",The price is $269,,0,0,0,0,,,,
2024-05-26 23:26:58.461497,165,Chelsea Savoy Hotel,2,1,8.68.6 out of 10,"1,857 reviews",The price is $248,The price was $275,0,0,0,0,,,,
2024-05-26 23:26:58.475147,166,The Standard High Line,2,1,8.68.6 out of 10,"1,008 reviews",The price is $349,,0,0,0,0,,,,
2024-05-26 23:26:58.485059,167,Hampton Inn Manhattan-35th St/Empire State Bldg,2,1,8.68.6 out of 10,"1,006 reviews",The price is $239,,0,0,0,0,,,,
2024-05-26 23:26:58.492763,168,"The Draper New York, Tapestry Collection by Hilton",2,1,8.88.8 out of 10,711 reviews,The price is $204,,0,0,0,0,,,,
2024-05-26 23:26:58.501201,169,Hotel AKA NoMad,2,1,8.68.6 out of 10,"1,005 reviews",The price is $245,,0,0,0,0,,,,
2024-05-26 23:26:58.509416,170,SIXTY Lower East Side,2,1,,"1,002 reviews",The price is $215,The price was $239,0,0,0,0,,,,
2024-05-26 23:26:58.518625,171,"Hotel Indigo NYC Financial District, an IHG Hotel",2,1,9.09.0 out of 10,345 reviews,The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:58.525722,172,"Martinique New York on Broadway, Curio Collection by Hilton",2,1,8.88.8 out of 10,"1,081 reviews",The price is $249,,0,0,0,0,,,,
2024-05-26 23:26:58.533817,173,SpringHill Suites by Marriott New York Manhattan Times Square,2,1,1010 out of 10,1 review,The price is $259,,0,0,0,0,,,,
2024-05-26 23:26:58.540964,174,"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",2,1,9.09.0 out of 10,842 reviews,The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:58.548117,175,YOTEL New York Times Square,2,1,,"2,358 reviews",The price is $169,,0,0,0,0,,,,
2024-05-26 23:26:58.556254,176,Tempo by Hilton New York Times Square,2,1,9.49.4 out of 10,"2,303 reviews",The price is $334,,0,0,0,0,,,,
2024-05-26 23:26:58.563475,177,The Hotel @ Fifth Avenue,2,1,,"1,139 reviews",The price is $189,,0,0,0,0,,,,
2024-05-26 23:26:58.571502,178,"The Time New York, part of JdV by Hyatt",2,1,8.08.0 out of 10,"1,003 reviews",The price is $175,,0,0,0,0,,,,
2024-05-26 23:26:58.580074,179,Courtyard by Marriott New York Manhattan / Central Park,2,1,8.68.6 out of 10,"1,005 reviews",The price is $260,The price was $289,0,0,0,0,,,,
2024-05-26 23:27:27.360834,0,,,,,,,,,,,,,,,
2024-05-26 23:27:27.362769,1,Hyatt Grand Central New York,2,2,8.08.0 out of 10,"3,450 reviews",The price is $208,The price was $245,0,0,0,0,,,,
